pdf_color_group,sub_asset,screen_rank,etf_ticker,name,current_v31_score,ETF_RS_20D,ETF_RS_60D,MA60_breadth,HP90_share
국내주식_섹터,domestic_equity_sector,130,434730.KS,HANARO 원자력iSelect,-3.023104153349008,-0.4985748175052013,-0.444199649033266,0.086065934065934,0.0
국내주식_섹터,domestic_equity_sector,131,227560.KS,TIGER 200 생활소비재,-3.142250136091196,-0.4310353962964887,-0.5919606955436447,0.1515864892528147,0.0056635960423063
국내주식_섹터,domestic_equity_sector,132,466940.KS,TIGER 은행고배당플러스TOP10,-3.187051017383974,-0.4223207346987752,-0.6595877911831592,0.0320708613317043,0.1900834860517206
국내주식_섹터,domestic_equity_sector,133,091170.KS,KODEX 은행,-3.2354507811983897,-0.4295096793173283,-0.6500512435610302,0.0,0.1892062347959277
국내주식_섹터,domestic_equity_sector,134,466920.KS,SOL 조선TOP3플러스,-3.2497221906843787,-0.4423097274460785,-0.5446602891208416,0.1393426035674019,0.0771587985314099
국내주식_섹터,domestic_equity_sector,135,494670.KS,TIGER 조선TOP10,-3.251630730730819,-0.437054509381952,-0.5601575355891579,0.1878101162704583,0.0932755683922091
국내주식_섹터,domestic_equity_sector,136,139240.KS,TIGER 200 철강소재,-3.318813803630088,-0.493869175716931,-0.6943469297435014,0.4492753623188407,0.0
국내주식_섹터,domestic_equity_sector,137,227540.KS,TIGER 200 헬스케어,-3.415113527011188,-0.3853442283787336,-0.7235504851941029,0.0481979349308395,0.0
국내주식_섹터,domestic_equity_sector,138,463250.KS,TIGER K방산&우주,-3.459170470844425,-0.498160523342829,-0.7432679129055095,0.0,0.0
국내주식_섹터,domestic_equity_sector,139,449450.KS,PLUS K방산,-3.5798753297506987,-0.4914255375929971,-0.7277670935045631,0.0,0.0
